"seed.plotcode","nsamples","species","surv1","surv2","surv3","surv4","surv5","age1","age2","age3","age4","sprout1","sprout2","sprout3","sprout4"
28,5,0,1,1,1,1,1,2,3,4,5,0,0,0,1
28,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
28,5,0,1,1,1,1,0,2,3,4,5,0,0,0,0
28,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
28,5,0,1,1,1,1,1,2,3,4,5,0,0,0,0
28,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
28,3,0,1,1,0,NA,NA,2,3,4,5,0,0,0,0
28,3,1,1,1,0,NA,NA,2,3,4,5,0,0,0,0
28,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
28,5,0,1,1,1,1,1,2,3,4,5,0,0,0,0
28,3,1,1,1,0,NA,NA,2,3,4,5,0,0,0,0
29,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
29,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
29,5,1,1,1,1,1,1,1,2,3,4,0,0,0,0
29,3,0,1,1,0,NA,NA,1,2,3,4,0,0,0,0
29,5,1,1,1,1,1,1,1,2,3,4,0,0,0,0
29,3,1,1,1,0,NA,NA,1,2,3,4,0,0,0,0
29,5,0,1,1,1,1,0,1,2,3,4,0,0,0,0
29,3,0,1,1,0,NA,NA,1,2,3,4,0,0,0,0
29,5,1,1,1,1,1,1,1,2,3,4,0,0,0,0
29,5,0,1,1,1,1,0,1,2,3,4,0,0,0,0
29,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
29,3,1,1,1,0,NA,NA,1,2,3,4,0,0,0,0
29,5,0,1,1,1,1,0,1,2,3,4,0,0,0,0
29,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
29,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
29,3,0,1,1,0,NA,NA,1,2,3,4,0,0,0,0
29,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
29,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
29,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
29,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
29,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
29,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
29,5,0,1,1,1,1,1,2,3,4,5,0,0,0,0
29,3,1,1,1,0,NA,NA,2,3,4,5,0,0,0,0
29,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
29,3,1,1,1,0,NA,NA,2,3,4,5,0,0,0,0
29,3,0,1,1,0,NA,NA,2,3,4,5,0,0,0,0
29,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
29,5,1,1,1,1,1,0,2,3,4,5,0,0,0,0
29,3,0,1,1,0,NA,NA,2,3,4,5,0,0,0,0
29,3,1,1,1,0,NA,NA,2,3,4,5,0,0,1,1
29,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
29,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
30,4,0,1,1,1,0,NA,1,2,3,4,0,0,0,0
30,3,1,1,1,0,NA,NA,1,2,3,4,0,0,0,0
30,3,1,1,1,0,NA,NA,1,2,3,4,0,0,0,0
30,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
30,4,1,1,1,1,0,NA,2,3,4,5,0,0,1,1
30,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
30,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
30,3,0,1,1,0,NA,NA,2,3,4,5,0,0,0,0
30,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
30,5,0,1,1,1,1,0,2,3,4,5,0,0,0,0
30,4,1,1,1,1,0,NA,2,3,4,5,0,0,0,0
30,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
30,3,1,1,1,0,NA,NA,2,3,4,5,0,0,0,0
30,5,0,1,1,1,1,1,2,3,4,5,0,0,0,0
30,4,0,1,1,1,0,NA,2,3,4,5,0,0,0,0
30,5,1,1,1,1,1,0,2,3,4,5,0,0,0,0
30,3,1,1,1,0,NA,NA,2,3,4,5,0,0,0,0
30,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
30,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
31,3,1,1,1,0,NA,NA,1,2,3,4,0,0,0,0
31,5,0,1,1,1,1,0,1,2,3,4,0,0,0,0
31,4,1,1,1,1,0,NA,1,2,3,4,0,0,0,0
31,4,0,1,1,1,0,NA,1,2,3,4,0,0,0,0
31,4,1,1,1,1,0,NA,1,2,3,4,0,0,0,0
31,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
31,3,1,1,1,0,NA,NA,1,2,3,4,0,0,0,0
31,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
31,5,1,1,1,1,1,1,1,2,3,4,0,0,0,0
31,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
31,5,1,1,1,1,1,1,1,2,3,4,0,0,0,0
31,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
31,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
31,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
31,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
31,4,0,1,1,1,0,NA,2,3,4,5,0,0,0,0
31,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
31,3,0,1,1,0,NA,NA,2,3,4,5,0,0,0,0
31,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
31,4,0,1,1,1,0,NA,2,3,4,5,0,0,0,0
31,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
31,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
31,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
31,4,0,1,1,1,0,NA,2,3,4,5,0,0,0,0
31,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
31,3,0,1,1,0,NA,NA,2,3,4,5,0,0,0,0
31,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
32,4,0,1,1,1,0,NA,1,2,3,4,0,0,0,0
32,5,1,1,1,1,1,1,1,2,3,4,0,0,0,0
32,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
32,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
32,4,0,1,1,1,0,NA,1,2,3,4,0,0,0,0
32,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
32,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
32,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
32,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
32,3,0,1,1,0,NA,NA,1,2,3,4,0,0,0,0
32,5,1,1,1,1,1,0,2,3,4,5,0,0,0,0
32,5,0,1,1,1,1,1,2,3,4,5,0,0,0,0
32,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
32,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
32,3,1,1,1,0,NA,NA,2,3,4,5,0,0,0,0
32,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
32,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
32,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
32,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
32,3,0,1,1,0,NA,NA,2,3,4,5,0,0,0,0
32,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
32,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
32,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
32,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
32,3,1,1,1,0,NA,NA,2,3,4,5,0,0,0,0
51,4,0,1,1,1,0,NA,1,2,3,4,0,0,0,0
51,4,0,1,1,1,0,NA,1,2,3,4,0,0,0,0
51,3,1,1,1,0,NA,NA,1,2,3,4,0,0,0,0
51,5,0,1,1,1,1,0,1,2,3,4,0,0,0,0
51,3,0,1,1,0,NA,NA,1,2,3,4,0,0,0,0
51,3,0,1,1,0,NA,NA,1,2,3,4,0,0,0,0
51,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
51,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
51,4,1,1,1,1,0,NA,2,3,4,5,0,0,0,0
51,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
51,3,1,1,1,0,NA,NA,2,3,4,5,0,0,0,0
51,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
51,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
51,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
52,4,0,1,1,1,0,NA,1,2,3,4,0,0,0,0
52,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
52,3,0,1,1,0,NA,NA,1,2,3,4,0,0,0,0
52,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
52,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
52,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
52,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
52,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
52,4,1,1,1,1,0,NA,2,3,4,5,0,0,0,0
52,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
52,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
52,5,1,1,1,1,1,0,2,3,4,5,0,0,0,0
52,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
52,4,1,1,1,1,0,NA,2,3,4,5,0,0,0,0
52,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
33,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
33,5,1,1,1,1,1,1,1,2,3,4,0,0,0,0
33,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
33,5,1,1,1,1,1,1,1,2,3,4,0,0,0,0
33,5,1,1,1,1,1,1,1,2,3,4,0,0,0,0
33,5,1,1,1,1,1,1,1,2,3,4,0,0,0,0
33,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
33,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
33,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
33,5,0,1,1,1,1,1,2,3,4,5,0,0,0,0
33,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
33,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
33,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
33,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
33,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
33,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
33,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
33,5,0,1,1,1,1,1,2,3,4,5,0,0,0,0
33,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
33,4,1,1,1,1,0,NA,2,3,4,5,0,0,0,0
34,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
34,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
34,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
34,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
34,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
34,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
34,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
34,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
34,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
34,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
34,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
34,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
34,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
34,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
34,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
34,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
34,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
34,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
34,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
34,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
34,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
34,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
34,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
34,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
34,5,1,1,1,1,1,0,2,3,4,5,0,0,0,0
34,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
34,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
34,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
34,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
34,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
34,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
34,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
34,3,1,1,1,0,NA,NA,2,3,4,5,0,0,0,0
35,5,1,1,1,1,1,1,1,2,3,4,0,0,0,0
35,5,1,1,1,1,1,1,1,2,3,4,0,0,0,0
35,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
35,3,1,1,1,0,NA,NA,1,2,3,4,0,0,0,0
35,5,1,1,1,1,1,0,1,2,3,4,0,0,0,0
35,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
35,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
35,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
35,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
35,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
35,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
35,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
35,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
35,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
35,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
35,3,1,1,1,0,NA,NA,2,3,4,5,0,0,0,0
35,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
35,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
35,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
35,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
35,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
35,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
35,4,1,1,1,1,0,NA,2,3,4,5,0,0,0,0
36,5,1,1,1,1,1,1,1,2,3,4,0,0,0,0
36,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
36,3,1,1,1,0,NA,NA,1,2,3,4,0,0,0,0
36,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
36,3,1,1,1,0,NA,NA,1,2,3,4,0,0,0,0
36,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
36,3,1,1,1,0,NA,NA,1,2,3,4,0,0,0,0
36,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
36,5,1,1,1,1,1,1,1,2,3,4,0,0,0,0
36,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
36,3,1,1,1,0,NA,NA,1,2,3,4,0,0,0,0
36,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
36,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
36,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
36,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
36,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
36,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
36,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
36,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
36,3,0,1,1,0,NA,NA,2,3,4,5,0,0,0,0
36,5,1,1,1,1,1,1,1,2,3,4,0,1,1,1
36,3,0,1,1,0,NA,NA,1,2,3,4,0,0,0,0
36,3,1,1,1,0,NA,NA,1,2,3,4,0,0,0,0
36,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
36,5,1,1,1,1,1,1,1,2,3,4,0,0,0,0
36,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
36,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
36,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
36,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
36,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
36,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
37,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
37,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
37,4,0,1,1,1,0,NA,1,2,3,4,0,0,0,0
37,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
37,5,0,1,1,1,1,1,2,3,4,5,0,0,0,0
37,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
37,5,0,1,1,1,1,1,2,3,4,5,0,0,0,0
37,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
37,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
37,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
37,5,0,1,1,1,1,1,2,3,4,5,0,0,0,0
37,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
37,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
37,4,0,1,1,1,0,NA,2,3,4,5,0,0,0,0
37,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
37,5,0,1,1,1,1,1,2,3,4,5,0,0,0,0
37,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
38,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
38,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
38,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
38,3,1,1,1,0,NA,NA,1,2,3,4,0,0,0,0
38,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
38,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
38,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
38,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
38,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
38,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
38,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
38,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
38,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
38,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
38,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
38,3,0,1,1,0,NA,NA,2,3,4,5,0,0,0,0
38,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
38,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
38,4,0,1,1,1,0,NA,2,3,4,5,0,0,0,0
38,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
39,5,1,1,1,1,1,1,1,2,3,4,0,0,0,0
39,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
39,5,1,1,1,1,1,1,1,2,3,4,0,0,0,0
39,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
39,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
39,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
39,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
39,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
39,3,0,1,1,0,NA,NA,1,2,3,4,0,0,0,0
39,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
39,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
39,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
39,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
39,3,1,1,1,0,NA,NA,2,3,4,5,0,0,0,0
39,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
39,4,1,1,1,1,0,NA,2,3,4,5,0,0,0,0
39,5,0,1,1,1,1,1,2,3,4,5,0,0,0,0
39,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
39,5,0,1,1,1,1,1,2,3,4,5,0,0,0,0
39,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
39,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
39,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
39,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
39,5,0,1,1,1,1,1,2,3,4,5,0,0,0,0
39,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
39,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
39,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
40,5,1,1,1,1,1,1,1,2,3,4,0,0,0,0
