"seed.plotcode","nsamples","species","surv1","surv2","surv3","surv4","surv5","age1","age2","age3","age4","sprout1","sprout2","sprout3","sprout4"
40,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
40,5,1,1,1,1,1,1,1,2,3,4,0,0,0,0
40,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
40,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
40,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
40,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
40,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
40,5,1,1,1,1,1,1,1,2,3,4,0,0,0,0
40,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
40,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
40,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
40,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
40,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
40,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
40,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
40,3,0,1,1,0,NA,NA,2,3,4,5,0,0,0,0
40,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
40,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
40,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
40,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
40,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
41,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
41,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
41,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
41,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
41,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
41,5,0,1,1,1,1,0,1,2,3,4,0,0,0,0
41,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
41,5,0,1,1,1,1,0,1,2,3,4,0,0,0,0
41,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
41,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
41,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
41,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
41,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
41,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
41,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
41,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
41,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
41,3,1,1,1,0,NA,NA,2,3,4,5,0,0,0,0
41,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
41,3,1,1,1,0,NA,NA,2,3,4,5,0,0,0,0
41,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
41,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
41,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
41,3,1,1,1,0,NA,NA,2,3,4,5,0,0,1,1
41,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
41,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
41,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
41,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
41,5,0,1,1,1,1,1,2,3,4,5,0,0,0,0
41,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
42,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
42,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
42,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
42,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
42,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
42,3,0,1,1,0,NA,NA,1,2,3,4,0,0,0,0
42,4,1,1,1,1,0,NA,1,2,3,4,0,0,0,0
42,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
42,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
42,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
42,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
42,3,0,1,1,0,NA,NA,1,2,3,4,0,0,0,0
42,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
42,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
42,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
42,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
42,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
42,3,0,1,1,0,NA,NA,1,2,3,4,0,0,0,0
42,3,0,1,1,0,NA,NA,1,2,3,4,0,0,0,0
42,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
42,5,0,1,1,1,1,0,2,3,4,5,0,0,0,1
42,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
42,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
42,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
42,3,0,1,1,0,NA,NA,2,3,4,5,0,0,0,0
42,3,1,1,1,0,NA,NA,2,3,4,5,0,0,0,0
42,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
42,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
42,5,0,1,1,1,1,1,2,3,4,5,0,0,0,0
42,3,1,1,1,0,NA,NA,2,3,4,5,0,0,0,0
42,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
42,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
42,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
43,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
43,3,1,1,1,0,NA,NA,1,2,3,4,0,0,0,0
43,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
43,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
43,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
43,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
43,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
43,3,0,1,1,0,NA,NA,1,2,3,4,0,0,0,0
43,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
43,3,0,1,1,0,NA,NA,1,2,3,4,0,0,0,0
43,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
43,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
43,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
43,5,0,1,1,1,1,1,2,3,4,5,0,0,0,0
43,4,1,1,1,1,0,NA,2,3,4,5,0,0,0,0
43,4,0,1,1,1,0,NA,2,3,4,5,0,0,0,0
43,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
43,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
43,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
43,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
43,4,1,1,1,1,0,NA,2,3,4,5,0,0,0,0
43,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
43,3,0,1,1,0,NA,NA,2,3,4,5,0,0,0,0
43,3,1,1,1,0,NA,NA,2,3,4,5,0,0,0,0
43,5,0,1,1,1,1,1,2,3,4,5,0,0,0,0
43,3,1,1,1,0,NA,NA,2,3,4,5,0,0,1,1
44,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
44,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
44,5,1,1,1,1,1,1,1,2,3,4,0,0,0,0
44,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
44,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
44,3,1,1,1,0,NA,NA,1,2,3,4,0,0,0,0
44,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
44,5,1,1,1,1,1,0,1,2,3,4,0,0,0,0
44,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
44,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
44,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
44,4,1,1,1,1,0,NA,1,2,3,4,0,0,1,1
44,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
44,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
44,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
44,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
44,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
44,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
44,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
44,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
44,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
44,3,0,1,1,0,NA,NA,2,3,4,5,0,0,1,1
44,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
44,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
44,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
44,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
44,5,1,1,1,1,1,0,2,3,4,5,0,0,0,0
44,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
44,4,1,1,1,1,0,NA,2,3,4,5,0,0,0,0
44,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
44,3,1,1,1,0,NA,NA,2,3,4,5,0,0,0,0
44,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
44,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
45,5,1,1,1,1,1,1,1,2,3,4,0,0,0,0
45,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
45,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
45,5,1,1,1,1,1,1,1,2,3,4,0,0,0,0
45,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
45,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
45,3,0,1,1,0,NA,NA,1,2,3,4,0,0,0,0
45,5,0,1,1,1,1,1,1,2,3,4,0,1,1,1
45,5,1,1,1,1,1,1,1,2,3,4,0,0,0,0
45,5,1,1,1,1,1,1,1,2,3,4,0,0,0,0
45,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
45,4,1,1,1,1,0,NA,1,2,3,4,0,0,0,1
45,5,0,1,1,1,1,1,1,2,3,4,0,0,0,1
45,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
45,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
45,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
45,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
45,5,0,1,1,1,1,1,1,2,3,4,0,0,0,1
45,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
45,5,0,1,1,1,1,1,1,2,3,4,0,0,1,1
45,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
45,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
45,5,0,1,1,1,1,1,2,3,4,5,0,0,0,0
45,5,0,1,1,1,1,1,2,3,4,5,0,0,0,0
45,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
45,5,0,1,1,1,1,1,2,3,4,5,0,0,0,0
45,5,0,1,1,1,1,1,2,3,4,5,0,0,0,0
45,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
45,3,0,1,1,0,NA,NA,2,3,4,5,0,0,0,0
45,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
45,5,0,1,1,1,1,1,2,3,4,5,0,0,0,0
45,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
45,5,0,1,1,1,1,1,2,3,4,5,0,0,0,0
45,5,0,1,1,1,1,0,2,3,4,5,0,0,0,0
45,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
45,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
46,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
46,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
46,5,1,1,1,1,1,0,1,2,3,4,0,0,0,0
46,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
46,5,1,1,1,1,1,1,1,2,3,4,0,0,0,0
46,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
46,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
46,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
46,5,1,1,1,1,1,1,1,2,3,4,0,0,0,0
46,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
46,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
46,5,0,1,1,1,1,1,1,2,3,4,0,0,1,1
46,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
46,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
46,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
46,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
46,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
46,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
46,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
46,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
46,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
46,5,1,1,1,1,1,1,1,2,3,4,0,0,0,0
46,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
46,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
46,4,1,1,1,1,0,NA,2,3,4,5,0,0,0,0
46,3,0,1,1,0,NA,NA,2,3,4,5,0,0,0,0
46,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
46,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
46,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
46,5,0,1,1,1,1,0,2,3,4,5,0,0,0,0
46,4,1,1,1,1,0,NA,2,3,4,5,0,0,0,0
46,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
46,4,1,1,1,1,0,NA,2,3,4,5,0,0,0,0
46,3,0,1,1,0,NA,NA,2,3,4,5,0,0,0,0
46,3,1,1,1,0,NA,NA,2,3,4,5,0,0,0,0
46,5,0,1,1,1,1,1,2,3,4,5,0,0,0,0
46,3,1,1,1,0,NA,NA,2,3,4,5,0,0,0,0
47,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
47,2,1,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
47,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
47,3,1,1,1,0,NA,NA,1,2,3,4,0,0,0,0
47,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
47,5,1,1,1,1,1,1,1,2,3,4,0,0,0,0
47,3,1,1,1,0,NA,NA,1,2,3,4,0,0,0,0
47,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
47,3,1,1,1,0,NA,NA,1,2,3,4,0,0,1,1
47,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
47,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
47,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
47,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
47,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
47,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
47,3,1,1,1,0,NA,NA,2,3,4,5,0,0,1,1
47,3,0,1,1,0,NA,NA,2,3,4,5,0,0,0,0
47,5,1,1,1,1,1,0,2,3,4,5,0,0,0,0
47,5,0,1,1,1,1,1,2,3,4,5,0,0,0,0
47,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
47,3,0,1,1,0,NA,NA,2,3,4,5,0,0,0,0
47,4,1,1,1,1,0,NA,2,3,4,5,0,0,0,0
47,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
47,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
47,4,0,1,1,1,0,NA,2,3,4,5,0,0,0,0
47,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
47,3,0,1,1,0,NA,NA,2,3,4,5,0,0,0,0
47,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
47,4,0,1,1,1,0,NA,2,3,4,5,0,0,0,0
47,5,1,1,1,1,1,0,2,3,4,5,0,0,0,0
48,5,1,1,1,1,1,1,1,2,3,4,0,0,0,0
48,5,1,1,1,1,1,1,1,2,3,4,0,0,0,0
48,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
48,5,1,1,1,1,1,1,1,2,3,4,0,0,0,0
48,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
48,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
48,5,1,1,1,1,1,1,1,2,3,4,0,0,0,0
48,3,0,1,1,0,NA,NA,1,2,3,4,0,0,0,0
48,3,0,1,1,0,NA,NA,1,2,3,4,0,0,0,0
48,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
48,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
48,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
48,3,0,1,1,0,NA,NA,1,2,3,4,0,0,0,0
48,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
48,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
48,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
48,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
48,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
48,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
48,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
48,5,0,1,1,1,1,0,2,3,4,5,0,0,0,0
48,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
48,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
48,5,1,1,1,1,1,0,2,3,4,5,0,0,0,0
48,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
48,3,1,1,1,0,NA,NA,1,2,3,4,0,0,0,0
48,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
48,3,1,1,1,0,NA,NA,2,3,4,5,0,0,0,0
48,2,1,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
48,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
48,2,0,1,0,NA,NA,NA,2,3,4,5,0,0,0,0
48,3,1,1,1,0,NA,NA,2,3,4,5,0,0,0,0
53,3,0,1,1,0,NA,NA,1,2,3,4,0,0,0,0
53,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
53,4,0,1,1,1,0,NA,1,2,3,4,0,0,0,0
53,4,0,1,1,1,0,NA,1,2,3,4,0,0,0,0
53,4,0,1,1,1,0,NA,1,2,3,4,0,0,0,0
53,3,0,1,1,0,NA,NA,1,2,3,4,0,0,0,0
53,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
53,3,0,1,1,0,NA,NA,1,2,3,4,0,0,0,0
53,5,0,1,1,1,1,0,1,2,3,4,0,0,0,0
53,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
53,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
53,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
53,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
53,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
53,4,1,1,1,1,0,NA,2,3,4,5,0,0,0,0
53,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
53,3,1,1,1,0,NA,NA,2,3,4,5,0,0,0,0
54,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
54,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
54,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
54,5,1,1,1,1,1,1,1,2,3,4,0,0,0,0
54,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
54,4,0,1,1,1,0,NA,1,2,3,4,0,0,0,0
54,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
54,4,0,1,1,1,0,NA,1,2,3,4,0,0,0,0
54,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
54,5,0,1,1,1,1,1,1,2,3,4,0,0,0,0
54,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
54,3,0,1,1,0,NA,NA,1,2,3,4,0,0,0,0
54,3,0,1,1,0,NA,NA,1,2,3,4,0,0,0,0
54,2,0,1,0,NA,NA,NA,1,2,3,4,0,0,0,0
54,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
54,5,1,1,1,1,1,0,2,3,4,5,0,0,0,0
54,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
54,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
54,3,1,1,1,0,NA,NA,2,3,4,5,0,0,0,0
54,5,1,1,1,1,1,1,2,3,4,5,0,0,0,0
54,3,1,1,1,0,NA,NA,2,3,4,5,0,0,0,0
54,3,1,1,1,0,NA,NA,2,3,4,5,0,0,1,1
